AREAKEY,YEAR,TRCTPOP8,SHR8D,SHRWHT8,SHRBLK8,SHRAMI8N,SHRAPI8N,SHROTH8N,SHRHSP8,NUMHHS8,SMHSE8,LCLMV8,EDUC168,EDUCPP8,UNEMPRT8,WELFARE8,FAVINC8D,AVHHIN8N,AVHHIN8,FEM198A,FEM248,FEM298,FEM348,FEM748,FEM758,MEN198A,MEN248,MEN298,MEN348,MEN748,MEN758,TOTHSUN8,VACHU8,RNTOCC8,OWNOCC8,TTUNIT58,AGGVAL8,M35PI108,M35PI208,M35PIX8,MDGRENT8,R35PI108,R35PI208,R35PIX8
44007002700,2000,5377,5377,0.490608,0.272271,27,146,1102,0.313744,1536,0.444647,0.348135,233,2217,0.140195,0.347005,1069,46811200,30476.04167,112,571,239,153,51,87,227,496,144,146,61,68,1693,153,1145,395,399,20767500,24,17,38,434,231,109,40
44007002800,2000,5893,5893,0.647378,0.179705,28,296,695,0.207365,2379,0.520443,0.369253,495,3776,0.044085,0.157629,1451,77850700,32724.12779,66,148,286,316,260,294,60,82,347,181,180,146,2558,170,1504,884,419,56270000,49,27,52,539,153,176,25
44007002900,2000,6358,6358,0.787197,0.075653,126,123,623,0.156968,2780,0.575849,0.268105,585,4282,0.056631,0.193525,1515,90658922,32611.12302,74,250,248,276,302,416,65,205,223,279,240,213,3018,217,1636,1165,652,64472051,38,25,37,475,287,220,53
44007003100,2000,4350,4350,0.598391,0.263218,53,270,279,0.073793,2206,0.347115,0.229567,1216,2841,0.061575,0.160018,710,92104400,41751.76791,114,335,247,172,184,370,48,297,226,155,116,161,2339,134,1792,413,1102,63305000,8,20,8,515,323,211,78
44007003200,2000,3451,3451,0.650246,0.223414,34,139,263,0.095914,1489,0.497081,0.217512,1239,2215,0.029382,0.062458,785,74571900,50081.86703,72,194,190,173,131,60,33,156,152,181,89,48,1618,126,835,657,108,60330000,11,12,15,705,73,137,96
44007003300,2000,4201,4201,0.870745,0.073554,37,154,43,0.038562,2001,0.481491,0.250254,1847,3118,0.030246,0.027486,980,123980800,61959.42029,14,140,191,227,114,194,26,143,196,228,87,108,2087,89,1005,993,223,112610000,9,0,72,713,61,112,102
44007003400,2000,4913,4913,0.915734,0.01608,13,229,93,0.015266,2073,0.551835,0.189526,2845,3579,0.019331,0.006753,1272,285895400,137913.8447,30,100,153,144,193,367,42,153,137,120,194,209,2149,79,506,1564,290,518717500,28,16,132,918,0,35,68
44007003500,2000,4567,4567,0.85023,0.031531,0,432,108,0.035034,2389,0.297493,0.191778,2253,3237,0.034828,0.028045,754,145324800,60830.80787,32,404,368,224,111,236,34,421,384,247,120,104,2526,146,1737,643,991,112025000,0,7,23,680,199,181,126
44007003601,2000,2954,2954,0.771158,0.056195,1,442,67,0.05281,1193,0.18718,0.108421,857,1109,0.023297,0.026823,243,68697400,57583.73847,162,809,123,43,57,36,103,612,198,81,72,41,1210,64,929,217,617,58587500,5,13,0,682,201,168,26
44007003602,2000,6604,6604,0.757117,0.056481,38,1097,96,0.054967,841,0.148488,0.079132,795,1047,0.082826,0.067776,320,76485200,90945.54102,1506,1424,61,42,66,43,1158,1270,122,101,54,21,902,66,520,316,315,104790000,0,21,24,597,246,63,40
44007003700,2000,3540,3540,0.802542,0.05113,13,337,168,0.022881,1815,0.360684,0.151638,1098,2214,0.05334,0.065014,537,87453100,48183.52617,76,437,253,194,94,237,16,523,188,202,68,54,2065,194,1363,508,505,35697500,0,0,7,654,294,197,104
44007010101,2000,3885,3885,0.928185,0.036808,0,67,69,0.020335,1616,0.592826,0.311884,875,2730,0.023944,0.04703,1065,91559100,56657.85891,12,96,136,168,149,167,41,83,93,140,123,112,1659,59,492,1108,202,145260000,22,41,108,624,22,41,29
44007010102,2000,3434,3434,0.963599,0.020384,29,16,10,0.005533,1570,0.666565,0.239951,956,2605,0.029815,0.055414,947,107041100,68179.04459,31,37,67,91,226,351,27,42,79,72,138,156,1630,60,477,1093,365,160887500,18,31,82,372,42,19,12
44007010200,2000,6939,6939,0.824326,0.09425,84,131,350,0.023346,2756,0.620653,0.265101,489,4713,0.068369,0.105951,1705,104618900,37960.41364,72,259,253,275,281,516,91,236,262,318,221,179,2902,139,1383,1380,376,104425000,63,34,39,521,182,201,30
44007010300,2000,4181,4181,0.798374,0.116479,71,71,214,0.023439,1805,0.721604,0.206632,327,2998,0.071877,0.106371,1068,74214800,41116.23269,48,106,125,149,295,270,93,101,116,116,190,142,1888,73,784,1031,437,110735000,38,13,84,358,115,58,5
44007010400,2000,7085,7085,0.847989,0.104023,35,205,100,0.026253,2920,0.60233,0.234837,478,4842,0.059836,0.106164,1836,113254200,38785.68493,54,318,281,312,296,412,91,243,267,261,231,200,3047,119,1629,1299,649,113747500,47,56,39,572,156,305,31
44007010501,2000,4525,4525,0.861436,0.107624,8,28,104,0.028287,1867,0.672753,0.244961,487,3032,0.067442,0.127477,1309,80474500,43103.64221,39,212,171,152,275,265,41,94,88,129,170,157,1916,50,723,1143,432,136500000,28,44,87,548,72,98,27
44007010502,2000,4933,4933,0.87614,0.071762,38,87,131,0.030813,2212,0.568881,0.203778,782,3774,0.048031,0.051537,1212,100942868,45634.20796,28,164,228,175,258,660,40,135,158,151,157,233,2269,70,1112,1086,509,131749379,24,49,73,690,121,100,172
44007010600,2000,6665,6665,0.922281,0.047112,45,118,41,0.007502,2963,0.673525,0.24386,781,4680,0.069789,0.122511,1745,119554400,40349.10564,62,151,212,217,308,357,55,182,157,214,205,197,3094,147,1293,1654,853,159340000,15,77,179,440,140,155,54
44007010701,2000,2482,2482,0.939162,0.050363,11,16,0,0.00282,1037,0.745455,0.170825,451,1894,0.050216,0.020251,717,50313332,48518.16008,26,38,78,69,181,143,27,39,72,85,174,64,1022,16,220,787,121,95690621,7,22,90,699,21,8,17
44007010702,2000,4559,4559,0.964905,0.025444,10,17,17,0.001755,1801,0.69338,0.18072,599,3221,0.041868,0.064964,1272,102588400,56961.91005,31,102,110,186,197,228,34,95,114,154,129,150,1882,46,313,1523,123,167562500,32,57,99,620,29,14,14
44007010800,2000,4519,4519,0.658774,0.073689,81,93,1035,0.487055,1752,0.40942,0.27343,262,2794,0.082297,0.263699,1038,44211900,25235.10274,61,157,210,188,137,240,70,153,174,172,124,93,1937,186,1435,316,578,6182500,0,5,0,424,329,158,31
44007010900,2000,5063,5063,0.662453,0.073474,15,25,1297,0.454869,1657,0.480318,0.308836,181,3171,0.066637,0.189499,1113,51465800,31059.62583,61,215,237,123,168,277,127,215,335,242,87,110,1769,118,1294,357,398,8787500,17,7,0,497,165,160,53
44007011000,2000,5474,5474,0.577822,0.067592,56,29,1853,0.523931,1958,0.427196,0.357,69,3161,0.088811,0.203779,1328,61350620,31333.3095,73,289,188,227,190,187,46,266,173,222,101,94,2105,149,1484,471,398,12959219,0,4,16,464,236,197,28
44007011100,2000,3865,3865,0.603105,0.088745,29,41,1121,0.44088,1344,0.454023,0.337069,131,2151,0.091895,0.188244,944,40256588,29952.81845,49,189,130,240,145,70,52,145,171,121,66,54,1455,120,1021,314,198,8481926,10,6,7,466,164,103,16
44007011200,2000,5762,5762,0.94377,0.019785,0,29,181,0.076536,2336,0.601239,0.308183,406,3981,0.075694,0.085188,1552,94565800,40481.93493,60,159,201,218,282,390,56,156,183,211,186,191,2490,142,1169,1179,270,104670000,16,60,79,484,105,113,41
44007011301,2000,3811,3811,0.967725,0.009446,4,10,73,0.023091,1448,0.675394,0.264358,575,2634,0.046132,0.104282,1107,81545600,56316.0221,43,91,114,134,160,165,51,94,117,154,133,119,1523,75,399,1049,68,123292500,31,21,68,554,24,28,18
44007011302,2000,4002,4002,0.965267,0.006997,0,36,75,0.012494,1437,0.705333,0.202667,713,2787,0.02355,0.034795,1178,101280400,70480.44537,46,81,103,145,179,139,29,74,88,145,138,93,1450,15,132,1303,19,183467500,27,41,133,610,0,26,0
44007011401,2000,7388,7388,0.971982,0.003925,0,128,50,0.007851,2856,0.713936,0.173882,2055,5320,0.021967,0.023459,2167,215238700,75363.69048,34,105,171,280,378,420,95,74,112,225,296,208,2909,66,484,2359,403,416300000,24,56,213,442,45,64,63
44007011402,2000,3865,3865,0.9674,0.008021,0,94,0,0.005433,1335,0.691754,0.187327,1117,2687,0.022936,0,1084,125185340,93771.79026,31,56,75,108,143,200,34,66,68,95,156,52,1365,26,105,1232,27,234228097,0,20,142,579,0,0,8
44007011403,2000,7031,7031,0.964585,0.006685,0,143,56,0.003413,2780,0.616628,0.290993,1728,4982,0.031298,0.032374,1980,195755661,70415.7054,51,112,256,336,324,303,70,76,228,311,307,171,2842,48,561,2231,577,283574778,32,45,192,604,49,71,0
44007011500,2000,6173,6173,0.947351,0.017334,0,156,60,0.01377,2586,0.521165,0.380977,1099,4387,0.033666,0.062258,1673,143028926,55308.94277,49,128,192,241,270,386,42,142,155,226,207,196,2696,104,1255,1336,906,175504675,13,26,124,560,84,135,41
44007011600,2000,5736,5736,0.963389,0.003835,0,187,1,0.010286,2068,0.677473,0.257688,1539,3899,0.022388,0.029497,1608,223181739,107921.5372,52,107,93,180,227,241,97,102,80,133,210,132,2094,33,349,1712,290,403568530,25,52,179,617,44,8,34
44007011701,2000,4868,4868,0.952342,0.006163,27,175,3,0.001027,2041,0.579823,0.305898,864,3408,0.012568,0.054385,1387,100147980,49068.09407,32,135,111,221,230,333,69,76,76,113,208,183,2115,82,800,1234,313,159430781,24,29,95,477,69,91,17
44007011702,2000,4158,4158,0.963925,0.015873,0,35,48,0.019,1563,0.669039,0.263091,831,2796,0.023551,0.044786,1144,91295327,58410.31798,48,89,100,164,165,193,31,98,76,73,132,114,1620,47,393,1180,69,150297121,6,20,98,640,24,84,0
44007011800,2000,6490,6490,0.881048,0.070416,13,186,117,0.05208,2691,0.625081,0.272446,674,4577,0.02263,0.070234,1754,129643585,48176.7317,64,281,198,197,302,288,64,194,270,234,261,208,2806,112,935,1759,531,184438453,63,70,185,564,105,155,18
44007011901,2000,2722,2722,0.942689,0.028655,0,49,28,0.030492,1246,0.651509,0.283149,550,2121,0.032026,0.021669,772,77126160,61899.00482,19,49,71,111,163,178,29,38,82,96,134,106,1289,50,415,823,380,98710820,15,25,68,622,37,52,23
44007011902,2000,5279,5279,0.942603,0.028604,0,96,55,0.030498,2417,0.651754,0.283209,1067,4113,0.032019,0.021928,1497,149550734,61874.52793,38,96,138,216,317,345,56,74,160,186,261,205,2500,97,806,1597,737,191404260,30,49,133,622,73,102,45
44007012000,2000,6224,6224,0.938946,0.016388,37,145,96,0.028599,2573,0.692282,0.247593,1058,4569,0.081403,0.068791,1678,152534200,59282.62728,49,174,171,214,376,469,54,145,156,175,257,262,2658,73,721,1864,475,218937500,75,102,168,607,40,171,30
44007012102,2000,4681,4681,0.911344,0.022004,1,137,174,0.056185,2057,0.589229,0.325146,578,3318,0.053558,0.103549,1206,104719000,50908.60476,20,192,188,217,213,230,68,144,186,183,168,147,2141,67,935,1139,657,95475000,10,72,77,603,75,121,25
44007012103,2000,1918,1918,0.931178,0.022419,4,70,12,0.035454,917,0.546926,0.328479,320,1466,0.050761,0.122137,454,37790720,41211.25409,20,61,64,82,96,205,16,71,82,70,58,66,950,31,518,400,430,40209666,13,11,23,509,43,44,17
44007012104,2000,4993,4993,0.931104,0.022832,12,184,32,0.03545,2387,0.54683,0.328637,834,3814,0.050722,0.122329,1182,98334422,41195.81986,53,160,166,215,251,535,43,185,213,183,153,173,2473,83,1348,1041,1120,104628710,35,29,61,509,114,116,45
44007012200,2000,6686,6686,0.985193,0.001496,0,87,0,0.009423,2495,0.660791,0.274734,964,4916,0.042473,0.026052,1805,160064012,64153.91263,56,119,146,246,296,454,61,117,161,248,237,191,2588,91,467,2028,260,313188292,36,99,206,675,8,103,113
44007012300,2000,6747,6747,0.982659,0.003261,0,86,6,0.02238,2701,0.66536,0.285714,1031,4868,0.064429,0.06368,1917,153862926,56965.17068,59,163,233,255,289,357,86,145,179,269,275,213,2793,99,738,1954,236,234234584,59,98,273,594,87,97,29
44007012401,2000,7219,7219,0.957058,0.016623,3,149,40,0.007757,2762,0.686886,0.259927,772,5198,0.030211,0.086169,2030,134074840,48542.66474,32,207,195,259,327,499,78,165,195,230,283,278,2832,82,666,2086,295,240855910,48,56,240,553,135,81,28
44007012402,2000,2501,2501,0.95042,0.012795,28,35,31,0.041184,1026,0.669111,0.254961,230,1810,0.064996,0.050682,709,56391931,54962.89571,15,52,63,125,145,162,22,53,51,93,98,110,1059,24,256,781,40,98246325,40,23,53,699,20,50,7
44007012500,2000,5144,5144,0.972395,0.004471,8,55,56,0.025078,2237,0.655405,0.262695,694,3832,0.041259,0.149307,1318,86569500,38698.92714,8,108,206,238,304,433,70,92,130,178,191,183,2325,73,1128,1124,832,117562500,50,52,82,407,154,94,52
44007012601,2000,3789,3789,0.94009,0.030351,0,114,1,0.013988,682,0.454399,0.089324,455,1270,0.114016,0.014663,481,50592371,74182.36217,445,442,55,55,31,48,689,664,49,62,54,25,692,33,71,590,170,77833092,14,1,27,695,1,23,6
44007012602,2000,7012,7012,0.97433,0.022533,2,27,2,0.004136,2885,0.60162,0.310784,1255,5137,0.049363,0.040901,1903,169522071,58759.81664,88,70,219,292,290,413,59,161,195,280,216,222,2958,64,837,2061,563,247852673,37,39,174,526,99,54,23
44007012701,2000,5330,5330,0.973358,0.006942,0,77,28,0.01651,1875,0.646574,0.292755,1209,3855,0.042752,0.029867,1355,127003600,67735.25333,49,85,79,139,168,764,36,127,70,129,144,256,1928,64,437,1427,404,233725000,28,61,156,1612,51,119,112
44007012702,2000,4524,4524,0.990716,0.003979,3,18,0,0.002874,1804,0.755349,0.186977,982,3270,0.038397,0.034922,1311,113302586,62806.31153,36,82,93,139,243,203,33,78,88,113,199,143,1859,53,194,1611,198,217097803,12,52,132,536,20,0,7
44007012801,2000,3944,3944,0.988337,0.000761,0,3,37,0.006339,1540,0.711152,0.22093,709,2965,0.0182,0.027273,1065,84196211,54672.86429,25,92,81,85,226,469,58,53,68,55,143,172,1564,24,505,1033,341,144252330,6,41,102,515,83,32,12
44007012802,2000,2410,2410,0.993776,0.003734,0,6,0,0,938,0.77011,0.202198,423,1732,0.030894,0.049041,717,59291836,63210.91258,12,48,56,83,109,129,16,47,65,88,132,61,960,27,186,747,24,101355447,13,20,53,587,0,43,0
44007012803,2000,4299,4299,0.979298,0.014887,0,7,17,0.012096,1509,0.716123,0.184718,860,3003,0.024655,0.050364,1241,118725703,78678.39828,51,60,85,158,141,142,48,57,95,126,149,79,1560,64,138,1357,0,224394509,27,21,124,634,0,0,7
44007012900,2000,5036,5036,0.982327,0.012708,0,5,20,0.015091,1911,0.571034,0.349851,429,3290,0.049905,0.105704,1281,99779300,52213.13449,61,149,143,220,193,305,55,121,154,185,110,115,2012,108,824,1080,302,99422500,5,36,98,555,117,86,32
44007013001,2000,3358,3358,0.982728,0.011614,10,9,0,0.001489,1071,0.695992,0.248591,353,2244,0.055169,0.072829,896,65543400,61198.31933,41,83,70,123,76,77,53,99,58,94,37,87,1140,54,80,1006,6,131575000,14,23,102,642,18,5,0
44007013002,2000,7400,7400,0.987027,0.002432,0,20,58,0.005811,2561,0.644581,0.297587,918,4985,0.046727,0.038657,2063,162770715,63557.48341,83,185,151,246,240,239,110,164,174,228,192,128,2668,100,386,2183,68,257709069,24,44,225,634,37,46,1
44007013101,2000,4673,4673,0.978386,0.008988,42,8,5,0.01498,1648,0.696716,0.222424,804,3079,0.019956,0.080097,1287,108806731,66023.50182,60,105,102,164,113,98,51,92,91,144,104,65,1781,122,242,1415,38,180243414,19,30,130,543,6,13,7
44007013102,2000,5279,5279,0.991665,0.00663,1,13,1,0.006441,1910,0.71348,0.225065,993,3531,0.030433,0.041361,1539,118881161,62241.44555,61,99,122,190,156,125,69,132,56,177,181,76,2008,106,241,1663,55,223046337,14,39,221,602,9,29,13
44007013201,2000,4612,4612,0.993929,0.001301,0,22,0,0.004987,1698,0.695582,0.182281,922,3158,0.022,0.035925,1327,126841217,74700.36337,72,66,86,172,176,143,58,85,89,153,173,92,1765,63,276,1425,49,234865843,8,25,123,591,16,7,8
44007013202,2000,5709,5709,0.985637,0.006481,0,35,8,0,2082,0.712985,0.22794,1262,3915,0.032694,0.026897,1611,164345530,78936.37368,62,100,112,201,174,203,80,86,94,166,156,119,2137,60,244,1832,46,316064768,15,66,133,557,14,0,0
44007013300,2000,4278,4278,0.993221,0.004208,1,14,2,0.000234,1534,0.710255,0.172964,806,2898,0.054366,0.028683,1202,94966712,61907.8957,46,99,43,137,134,118,40,89,72,96,120,85,1581,45,187,1353,54,131543836,23,21,117,550,8,12,7
44007013400,2000,4305,4305,0.924042,0.026481,0,88,125,0.043206,1815,0.593317,0.254208,1450,3099,0.041024,0.039669,1021,129014200,71082.20386,19,135,172,193,164,266,39,70,175,194,103,115,1927,84,730,1113,310,172620000,33,39,83,628,71,57,24
44007013500,2000,4970,4970,0.793159,0.091549,24,302,247,0.096781,1965,0.587295,0.231174,774,3113,0.074655,0.130789,1110,92936200,47295.77608,121,283,223,174,132,232,81,322,216,195,96,126,2073,114,940,1019,440,93095000,30,40,72,618,79,144,56
44007013600,2000,2942,2942,0.866757,0.057784,0,95,127,0.07172,1151,0.641194,0.260917,355,1920,0.06288,0.091225,774,51585600,44818.07124,62,109,106,99,78,158,10,100,92,119,76,80,1197,50,382,765,81,72102500,22,33,61,567,27,59,0
44007013701,2000,4087,4087,0.889405,0.055542,0,163,62,0.052116,1699,0.606592,0.282501,513,2754,0.042435,0.091819,1085,78786400,46372.21895,47,122,162,196,163,167,47,139,125,187,131,85,1759,65,688,1006,108,85462500,20,69,94,613,53,92,39
44007013702,2000,2862,2862,0.89413,0.01747,0,158,95,0.035989,1191,0.571532,0.326071,405,1999,0.080675,0.071369,779,62747700,52684.88665,32,45,93,135,108,151,33,70,80,82,59,121,1235,54,376,805,26,72842500,15,26,84,642,25,44,13
44007013800,2000,5036,5036,0.921565,0.027006,8,176,75,0.022041,2138,0.631634,0.219671,910,3561,0.036046,0.059401,1357,118204900,55287.60524,23,164,174,219,246,296,25,123,154,195,140,166,2186,48,673,1465,360,155237500,36,78,93,682,44,45,55
44007013900,2000,2940,2940,0.939456,0.029932,10,34,42,0.028231,1369,0.69653,0.192989,600,2277,0.047232,0.035062,835,80188714,58574.66326,35,29,89,102,208,273,36,48,66,101,134,168,1395,27,430,937,252,124384094,40,63,108,664,43,68,31
44007014000,2000,5597,5597,0.894586,0.044309,0,327,12,0.01072,2330,0.681339,0.238525,862,4004,0.03695,0.066953,1518,118943309,51048.63047,54,120,212,203,248,416,86,103,149,206,220,208,2426,88,624,1712,178,161335057,16,65,115,618,38,51,75
44007014100,2000,4605,4605,0.77329,0.054723,9,484,299,0.128122,1905,0.575659,0.327626,356,3029,0.085859,0.143832,1127,73565400,38617.00787,66,126,154,194,211,315,108,131,144,168,106,155,2024,120,1043,861,392,66687500,14,17,110,514,165,119,38
44007014200,2000,5723,5723,0.723921,0.166346,55,312,265,0.115499,805,0.453999,0.219214,700,4134,0.04344,0.06087,534,41162486,51133.52298,18,56,165,121,123,178,478,227,455,552,148,147,828,18,137,674,155,65465906,21,37,47,635,11,11,14
44007014300,2000,5027,5027,0.95186,0.009747,9,157,30,0.0185,2171,0.722455,0.184751,1361,3920,0.038934,0.058498,1447,145708591,67115.88715,41,66,121,156,333,492,54,44,104,128,262,262,2220,52,603,1567,526,257549943,28,117,170,766,32,137,53
44007014400,2000,3948,3948,0.964792,0.005066,7,88,24,0.010892,1849,0.653655,0.247053,1081,3128,0.045685,0.042185,1166,106989200,57863.27745,41,71,44,90,346,437,41,49,53,79,274,245,1922,67,515,1340,592,198295000,36,50,107,696,30,35,37
44007014501,2000,4909,4909,0.969648,0.004278,44,47,32,0.019352,1536,0.665129,0.250275,1172,3076,0.024151,0.029948,1427,139403382,90757.41016,75,53,89,200,80,106,55,134,36,167,113,54,1570,23,55,1489,7,302708138,15,23,223,522,1,0,0
44007014502,2000,4111,4111,0.99027,0.006568,8,9,1,0.004865,1863,0.652085,0.239447,656,3121,0.030502,0.098229,1155,94193501,50560.11863,58,73,132,148,237,359,44,49,141,147,163,185,1913,54,664,1198,397,132424302,24,47,152,453,83,45,39
44007014600,2000,5982,5982,0.952691,0.009863,5,193,28,0.00886,1999,0.646793,0.262511,1377,3970,0.063453,0.051026,1709,157937965,79008.48674,58,108,131,237,183,180,23,137,121,182,183,125,2050,45,134,1873,10,344304335,11,43,234,753,9,1,11
44007014700,2000,7009,7009,0.893708,0.033956,35,283,189,0.068769,3084,0.635699,0.270789,533,4888,0.051485,0.149805,1837,117063100,37958.20363,51,244,281,227,373,476,64,194,269,243,279,266,3184,139,1751,1294,659,91742500,47,58,76,559,150,164,81
44007014800,2000,5219,5219,0.976815,0.010347,14,24,29,0.0274,2103,0.691779,0.195314,641,3895,0.030062,0.042796,1485,106312200,50552.63909,57,119,131,192,294,366,25,116,166,187,233,201,2161,67,539,1555,307,172917500,71,90,132,774,30,71,28
44007015000,2000,4461,4461,0.80139,0.068594,8,79,493,0.124636,1733,0.614591,0.257019,424,2918,0.03508,0.100404,1185,76155100,43944.0854,44,141,196,209,129,166,43,163,152,195,144,83,1819,93,780,946,161,81900000,23,30,40,565,111,138,33
44007015100,2000,4955,4955,0.495863,0.201413,20,43,1437,0.282745,1791,0.441659,0.413265,171,2798,0.140152,0.293132,1221,45515500,25413.45617,70,261,164,160,166,121,63,160,180,147,79,110,1896,99,1414,383,649,9937500,6,15,5,428,220,165,0
44007015200,2000,2660,2660,0.713534,0.103008,7,24,457,0.303008,1607,0.404952,0.392572,125,1963,0.19435,0.306161,414,32896600,20470.81518,35,104,16,37,214,334,45,85,127,38,98,142,1745,215,1459,71,1491,3230000,0,8,15,249,260,108,14
44007015300,2000,2383,2383,0.749056,0.161981,1,13,198,0.199748,926,0.462573,0.271627,78,1422,0.078021,0.227862,626,28465900,30740.71274,51,102,143,90,56,61,30,107,90,95,47,67,1065,80,711,274,234,9002500,16,16,0,525,105,68,35
44007015400,2000,2335,2335,0.733191,0.127195,5,1,320,0.258244,878,0.48546,0.319418,96,1353,0.102941,0.183371,541,32585988,37113.88155,53,81,115,64,49,59,25,137,78,99,59,56,978,46,722,210,253,4485774,0,0,0,534,70,118,48
44007015500,2000,4265,4265,0.859555,0.0551,0,31,333,0.113013,1749,0.596337,0.283994,206,2828,0.073467,0.132075,1139,65786400,37613.72213,45,152,169,174,202,151,47,85,190,185,133,123,1819,125,860,834,199,49690000,21,52,24,546,82,97,42
44007015600,2000,2419,2419,0.903679,0.028524,0,26,138,0.098801,1032,0.63534,0.231269,134,1602,0.029203,0.122093,586,37307312,36150.49612,33,56,77,106,98,162,32,83,123,82,47,63,1086,45,623,418,119,24329226,26,7,20,525,83,77,45
44007015700,2000,3747,3747,0.945556,0.009875,56,7,104,0.014145,1532,0.731352,0.189007,415,2696,0.02772,0.062663,1109,77642700,50680.61358,29,117,113,125,195,194,46,104,91,138,189,141,1564,42,317,1205,43,103660000,30,44,55,544,52,45,0
44007015800,2000,3744,3744,0.967415,0.009615,11,5,70,0.036325,1551,0.690097,0.228799,470,2664,0.057314,0.065764,1007,72801900,46938.68472,46,109,132,156,190,198,29,79,118,136,161,118,1597,54,512,1031,67,84145000,52,41,73,566,63,26,39
44007015900,2000,2934,2934,0.934901,0.047716,0,6,43,0.055556,1240,0.64364,0.257675,198,1927,0.048597,0.075806,784,49641762,40033.67903,8,121,112,129,105,146,45,78,66,72,53,89,1298,58,635,604,120,34737639,17,16,55,560,33,73,14
44007016000,2000,3443,3443,0.768516,0.114435,6,59,340,0.146965,1603,0.431953,0.394893,442,2223,0.082163,0.086089,770,61013638,38062.15721,92,137,170,168,116,120,50,133,116,161,108,48,1706,109,1240,358,718,11162361,1,1,12,493,157,155,42
44007016100,2000,4493,4493,0.480748,0.262408,22,124,1008,0.242377,1700,0.43559,0.367881,234,2564,0.083296,0.177647,1086,58610900,34477,98,178,208,167,116,99,64,220,153,213,95,47,1887,171,1348,368,316,8645000,10,5,15,484,296,112,24
44007016300,2000,2578,2578,0.880528,0.047324,0,13,173,0.098526,1123,0.650364,0.287389,337,1874,0.059823,0.040071,665,55964500,49834.81745,31,65,78,88,137,104,19,85,94,112,69,79,1079,22,310,747,55,73037500,35,37,46,578,21,25,27
44007016400,2000,5272,5272,0.520865,0.199545,30,223,1221,0.159712,1887,0.54297,0.312073,281,3116,0.098922,0.140964,1337,67749400,35903.23264,46,244,212,154,118,214,100,183,178,229,113,103,2137,171,1370,596,328,17817500,15,24,19,509,185,208,0
44007016500,2000,3881,3881,0.840763,0.08606,0,69,215,0.054625,1781,0.623098,0.23288,1220,2873,0.047778,0.115665,946,118885500,66752.10556,14,114,156,165,192,259,44,70,117,152,131,144,1835,64,871,900,344,98517500,18,32,18,554,103,99,37
44007016600,2000,1814,1814,0.72602,0.184123,0,3,160,0.202315,669,0.409416,0.343266,135,1143,0.144928,0.16293,439,25674500,38377.429,14,107,95,74,61,147,14,58,66,45,32,57,744,54,499,191,140,8410000,7,0,0,525,74,50,23
44007016700,2000,3253,3253,0.811559,0.053796,8,58,372,0.133108,1416,0.471518,0.377346,306,2159,0.063426,0.147599,761,47566300,33592.01977,23,143,141,142,109,144,57,102,159,130,102,69,1488,88,986,414,440,14270000,0,17,21,488,89,136,13
44007016800,2000,3030,3030,0.937954,0.016502,14,40,81,0.067327,1243,0.638201,0.320669,344,2136,0.03268,0.019308,799,64913025,52222.86806,43,99,88,137,189,204,32,55,94,88,108,105,1284,33,318,931,141,80707214,44,42,51,575,28,25,16
44007016900,2000,1864,1864,0.943133,0.031652,8,20,15,0.027361,795,0.700787,0.24072,423,1429,0.07033,0.05283,567,47866644,60209.61509,11,18,58,67,55,156,18,38,40,83,88,98,828,20,185,620,26,71739196,7,20,23,486,20,7,0
44007017000,2000,4453,4453,0.917584,0.036829,12,48,143,0.048507,1860,0.634981,0.268061,488,3302,0.050505,0.082796,1196,82770387,44500.20807,79,101,122,136,255,395,44,80,129,123,185,197,1939,81,518,1341,360,117669988,50,39,75,618,83,105,28
44007017100,2000,4974,4974,0.742662,0.077805,13,204,683,0.216526,1926,0.589547,0.346162,344,3142,0.076194,0.175493,1340,83433044,43319.33749,46,169,206,253,214,177,102,117,144,150,141,102,2025,102,1023,904,432,59463602,38,19,75,471,132,108,8
44007017300,2000,3466,3466,0.935372,0.019908,33,98,24,0.040104,1385,0.610196,0.276344,453,2310,0.035983,0.129242,887,69337200,50062.96029,40,84,157,158,105,144,56,93,112,192,86,68,1485,99,763,623,188,60077500,7,16,36,568,73,99,17
44007017400,2000,4282,4282,0.686595,0.097384,56,359,510,0.202008,1588,0.468605,0.392177,154,2517,0.097885,0.275189,1086,48972800,30839.29471,92,143,196,179,151,219,31,103,118,109,117,64,1696,108,1130,458,561,21365000,0,6,29,390,191,85,33
44007017500,2000,3242,3242,0.921962,0.026527,21,109,37,0.026218,1393,0.606601,0.30297,277,2254,0.079153,0.078966,853,59548400,42748.31299,31,92,129,150,142,161,11,137,100,131,100,82,1434,45,734,655,145,41117500,14,7,30,510,78,86,6
44007017600,2000,2933,2933,0.653256,0.146267,4,320,264,0.170133,1045,0.430023,0.413093,101,1594,0.123031,0.148325,723,36122900,34567.36842,50,102,173,90,88,40,42,110,120,113,45,48,1128,82,799,247,219,12595000,0,0,25,493,97,69,30
44007017700,2000,3584,3584,0.952567,0.013114,7,61,56,0.025112,1496,0.713989,0.195021,354,2560,0.015641,0.07754,1016,67393953,45049.43382,28,96,142,148,171,172,37,107,131,147,159,107,1544,50,543,952,91,70873688,32,0,71,533,68,47,19
